episode,timestep,reward
1999,2000,-0.1451
3999,4000,-0.142
5999,6000,-0.1373
7999,8000,-0.1365
9999,10000,-0.1607
11999,12000,-0.1581
13999,14000,-0.183
15999,16000,-0.1809
17999,18000,-0.2383
19999,20000,-0.2346
21999,22000,-0.2485
23999,24000,-0.2406
25999,26000,-0.2433
27999,28000,-0.249
29999,30000,-0.2498
31999,32000,-0.2471
33999,34000,-0.2526
35999,36000,-0.2497
